id_apolice,id_veiculo,cpf_segurado,data_inicio_vigencia,cobertura
7338,6338,CPF_181,2025-09-08,Total
7339,6339,CPF_331,2026-01-06,Terceiros
7340,6340,CPF_259,2025-07-29,Total
7341,6341,CPF_704,2026-03-20,Terceiros
7342,6342,CPF_641,2025-12-20,Terceiros
7343,6343,CPF_216,2026-01-11,Terceiros
7344,6344,CPF_260,2025-04-10,Total
7345,6345,CPF_575,2025-08-14,Total
7346,6346,CPF_601,2025-09-14,Roubo/Furto
7347,6347,CPF_28,2025-04-28,Total
7348,6348,CPF_734,2026-03-22,Roubo/Furto
7349,6349,CPF_658,2026-03-12,Roubo/Furto
7350,6350,CPF_641,2025-04-13,Roubo/Furto
7351,6351,CPF_447,2025-04-20,Roubo/Furto
7352,6352,CPF_569,2025-10-10,Total
7353,6353,CPF_531,2026-01-03,Roubo/Furto
7354,6354,CPF_580,2026-03-10,Roubo/Furto
7355,6355,CPF_17,2025-07-16,Roubo/Furto
7356,6356,CPF_459,2025-05-25,Roubo/Furto
7357,6357,CPF_816,2026-01-24,Terceiros
7358,6358,CPF_889,2025-06-22,Roubo/Furto
7359,6359,CPF_710,2026-03-31,Terceiros
7360,6360,CPF_951,2025-11-01,Terceiros
7361,6361,CPF_399,2026-03-18,Roubo/Furto
7362,6362,CPF_318,2025-12-09,Roubo/Furto
7363,6363,CPF_899,2025-06-10,Roubo/Furto
7364,6364,CPF_896,2026-01-15,Terceiros
7365,6365,CPF_226,2026-01-08,Total
7366,6366,CPF_398,2025-11-17,Terceiros
7367,6367,CPF_627,2026-01-07,Total
7368,6368,CPF_396,2026-02-26,Total
7369,6369,CPF_831,2025-09-18,Roubo/Furto
7370,6370,CPF_512,2025-08-30,Terceiros
7371,6371,CPF_87,2025-05-13,Total
7372,6372,CPF_8,2026-01-06,Terceiros
7373,6373,CPF_811,2025-10-24,Terceiros
7374,6374,CPF_79,2026-03-20,Terceiros
7375,6375,CPF_419,2025-06-30,Terceiros
7376,6376,CPF_620,2026-01-09,Roubo/Furto
7377,6377,CPF_192,2026-03-22,Roubo/Furto
7378,6378,CPF_290,2025-06-14,Terceiros
7379,6379,CPF_977,2025-05-08,Terceiros
7380,6380,CPF_292,2026-01-07,Terceiros
7381,6381,CPF_672,2026-02-25,Terceiros
7382,6382,CPF_526,2026-01-27,Terceiros
7383,6383,CPF_860,2025-10-21,Total
7384,6384,CPF_323,2025-07-19,Total
7385,6385,CPF_9,2025-11-15,Total
7386,6386,CPF_553,2025-09-25,Total
7387,6387,CPF_14,2025-06-19,Terceiros
7388,6388,CPF_821,2025-08-13,Roubo/Furto
7389,6389,CPF_556,2026-01-07,Total
7390,6390,CPF_730,2025-09-06,Terceiros
7391,6391,CPF_546,2025-06-09,Total
7392,6392,CPF_628,2025-04-18,Total
7393,6393,CPF_137,2025-08-25,Total
7394,6394,CPF_909,2025-06-27,Terceiros
7395,6395,CPF_979,2026-01-01,Total
7396,6396,CPF_227,2026-01-15,Roubo/Furto
7397,6397,CPF_127,2025-11-06,Terceiros
7398,6398,CPF_475,2025-05-12,Total
7399,6399,CPF_503,2026-04-01,Roubo/Furto
7400,6400,CPF_77,2025-08-19,Roubo/Furto
7401,6401,CPF_35,2025-08-06,Terceiros
7402,6402,CPF_272,2025-08-24,Total
7403,6403,CPF_624,2026-02-09,Total
7404,6404,CPF_149,2025-07-21,Total
7405,6405,CPF_81,2025-11-02,Roubo/Furto
7406,6406,CPF_392,2025-06-08,Terceiros
7407,6407,CPF_499,2026-03-15,Terceiros
7408,6408,CPF_688,2025-05-24,Terceiros
7409,6409,CPF_177,2025-04-07,Total
7410,6410,CPF_361,2025-08-06,Terceiros
7411,6411,CPF_54,2025-06-06,Total
7412,6412,CPF_393,2025-08-27,Terceiros
7413,6413,CPF_16,2025-10-31,Total
7414,6414,CPF_194,2025-07-11,Roubo/Furto
7415,6415,CPF_940,2026-02-18,Terceiros
7416,6416,CPF_281,2026-03-12,Terceiros
7417,6417,CPF_586,2025-08-11,Total
7418,6418,CPF_525,2025-12-22,Roubo/Furto
7419,6419,CPF_460,2026-02-13,Terceiros
7420,6420,CPF_588,2025-12-25,Roubo/Furto
7421,6421,CPF_480,2025-11-16,Terceiros
7422,6422,CPF_529,2025-08-23,Total
7423,6423,CPF_138,2025-06-15,Roubo/Furto
7424,6424,CPF_300,2025-06-26,Roubo/Furto
7425,6425,CPF_1,2025-05-14,Terceiros
7426,6426,CPF_989,2026-01-11,Total
7427,6427,CPF_591,2025-06-12,Roubo/Furto
7428,6428,CPF_280,2025-12-09,Roubo/Furto
7429,6429,CPF_994,2025-06-29,Total
7430,6430,CPF_6,2026-01-17,Terceiros
7431,6431,CPF_766,2026-03-01,Roubo/Furto
7432,6432,CPF_397,2026-02-11,Terceiros
7433,6433,CPF_573,2026-03-17,Roubo/Furto
7434,6434,CPF_824,2026-01-31,Total
7435,6435,CPF_883,2026-01-11,Total
7436,6436,CPF_501,2025-10-16,Total
7437,6437,CPF_720,2026-01-19,Terceiros
7438,6438,CPF_415,2025-05-20,Roubo/Furto
7439,6439,CPF_854,2026-02-22,Roubo/Furto
7440,6440,CPF_842,2025-05-25,Terceiros
7441,6441,CPF_627,2025-09-16,Terceiros
7442,6442,CPF_455,2025-04-29,Terceiros
7443,6443,CPF_355,2025-10-12,Roubo/Furto
7444,6444,CPF_396,2025-06-02,Roubo/Furto
7445,6445,CPF_510,2025-06-09,Terceiros
7446,6446,CPF_509,2025-10-31,Total
7447,6447,CPF_101,2025-08-07,Roubo/Furto
7448,6448,CPF_322,2025-09-06,Terceiros
7449,6449,CPF_208,2026-03-23,Terceiros
7450,6450,CPF_986,2025-07-30,Total
7451,6451,CPF_697,2025-07-03,Roubo/Furto
7452,6452,CPF_488,2025-11-02,Roubo/Furto
7453,6453,CPF_210,2025-11-07,Total
7454,6454,CPF_283,2025-09-15,Total
7455,6455,CPF_797,2026-02-03,Roubo/Furto
7456,6456,CPF_744,2025-09-16,Total
7457,6457,CPF_705,2026-03-17,Terceiros
7458,6458,CPF_371,2026-03-04,Roubo/Furto
7459,6459,CPF_780,2025-08-18,Total
7460,6460,CPF_464,2026-03-31,Terceiros
7461,6461,CPF_497,2025-07-11,Terceiros
7462,6462,CPF_81,2025-10-26,Total
7463,6463,CPF_929,2025-06-12,Terceiros
7464,6464,CPF_74,2026-03-16,Terceiros
7465,6465,CPF_441,2025-09-08,Terceiros
7466,6466,CPF_575,2025-12-30,Total
7467,6467,CPF_432,2026-03-31,Roubo/Furto
7468,6468,CPF_467,2025-04-09,Terceiros
7469,6469,CPF_542,2025-04-12,Total
7470,6470,CPF_166,2025-09-19,Roubo/Furto
7471,6471,CPF_136,2025-05-25,Total
7472,6472,CPF_758,2025-07-22,Total
7473,6473,CPF_284,2025-06-12,Roubo/Furto
7474,6474,CPF_242,2025-07-09,Total
7475,6475,CPF_403,2025-08-16,Total
7476,6476,CPF_820,2025-10-29,Total
7477,6477,CPF_191,2026-01-22,Roubo/Furto
7478,6478,CPF_571,2025-05-25,Terceiros
7479,6479,CPF_583,2025-08-13,Total
7480,6480,CPF_353,2025-09-25,Total
7481,6481,CPF_618,2026-02-12,Total
7482,6482,CPF_64,2026-02-25,Total
7483,6483,CPF_862,2026-01-14,Roubo/Furto
7484,6484,CPF_821,2025-12-19,Total
7485,6485,CPF_159,2025-10-04,Roubo/Furto
7486,6486,CPF_308,2025-08-16,Terceiros
7487,6487,CPF_192,2025-05-22,Roubo/Furto
7488,6488,CPF_937,2025-09-20,Total
7489,6489,CPF_353,2025-05-22,Roubo/Furto
7490,6490,CPF_795,2025-04-11,Roubo/Furto
7491,6491,CPF_413,2026-03-27,Total
7492,6492,CPF_122,2025-04-09,Roubo/Furto
7493,6493,CPF_375,2025-05-18,Terceiros
7494,6494,CPF_267,2025-04-26,Terceiros
7495,6495,CPF_26,2025-10-10,Roubo/Furto
7496,6496,CPF_265,2026-02-11,Terceiros
7497,6497,CPF_704,2025-05-12,Roubo/Furto
7498,6498,CPF_392,2025-11-22,Total
7499,6499,CPF_184,2025-12-09,Total
7500,6500,CPF_76,2026-03-15,Roubo/Furto
7501,6501,CPF_995,2025-09-18,Terceiros
7502,6502,CPF_335,2025-06-11,Total
7503,6503,CPF_215,2025-09-01,Terceiros
7504,6504,CPF_814,2026-01-05,Roubo/Furto
7505,6505,CPF_919,2025-07-10,Total
7506,6506,CPF_689,2026-02-16,Roubo/Furto
7507,6507,CPF_389,2025-11-14,Roubo/Furto
7508,6508,CPF_29,2025-12-27,Roubo/Furto
7509,6509,CPF_526,2025-09-13,Total
7510,6510,CPF_392,2026-01-28,Roubo/Furto
7511,6511,CPF_401,2025-07-03,Roubo/Furto
7512,6512,CPF_99,2025-11-02,Roubo/Furto
7513,6513,CPF_52,2025-07-30,Terceiros
7514,6514,CPF_101,2025-07-24,Terceiros
7515,6515,CPF_305,2025-11-30,Terceiros
7516,6516,CPF_679,2026-03-18,Roubo/Furto
7517,6517,CPF_929,2025-11-11,Terceiros
7518,6518,CPF_71,2025-04-08,Terceiros
7519,6519,CPF_461,2025-09-16,Roubo/Furto
7520,6520,CPF_333,2026-01-24,Roubo/Furto
7521,6521,CPF_595,2025-11-09,Total
7522,6522,CPF_412,2026-04-02,Total
7523,6523,CPF_236,2025-08-05,Total
7524,6524,CPF_534,2025-09-15,Roubo/Furto
7525,6525,CPF_767,2025-04-18,Terceiros
7526,6526,CPF_740,2025-07-07,Total
7527,6527,CPF_790,2025-12-09,Roubo/Furto
7528,6528,CPF_321,2025-06-01,Terceiros
7529,6529,CPF_868,2025-04-13,Terceiros
7530,6530,CPF_204,2025-04-30,Terceiros
7531,6531,CPF_883,2025-12-12,Terceiros
7532,6532,CPF_470,2025-10-12,Roubo/Furto
7533,6533,CPF_442,2026-03-26,Roubo/Furto
7534,6534,CPF_319,2025-09-01,Roubo/Furto
7535,6535,CPF_175,2025-10-12,Total
7536,6536,CPF_187,2025-04-07,Roubo/Furto
7537,6537,CPF_997,2025-04-07,Roubo/Furto
7538,6538,CPF_403,2025-07-01,Roubo/Furto
7539,6539,CPF_107,2025-11-26,Total
7540,6540,CPF_748,2026-01-14,Terceiros
7541,6541,CPF_824,2025-07-12,Roubo/Furto
7542,6542,CPF_513,2025-08-14,Terceiros
7543,6543,CPF_291,2025-05-15,Terceiros
7544,6544,CPF_336,2025-09-18,Total
7545,6545,CPF_303,2025-09-14,Roubo/Furto
7546,6546,CPF_312,2026-01-09,Terceiros
7547,6547,CPF_328,2026-03-29,Roubo/Furto
7548,6548,CPF_560,2025-07-20,Roubo/Furto
7549,6549,CPF_105,2026-03-31,Total
7550,6550,CPF_421,2025-12-07,Roubo/Furto
7551,6551,CPF_972,2026-02-08,Terceiros
7552,6552,CPF_676,2025-06-27,Roubo/Furto
7553,6553,CPF_994,2025-05-23,Terceiros
7554,6554,CPF_584,2025-09-04,Roubo/Furto
7555,6555,CPF_925,2026-02-07,Terceiros
7556,6556,CPF_180,2026-03-16,Total
7557,6557,CPF_132,2025-07-20,Terceiros
7558,6558,CPF_531,2025-05-27,Terceiros
7559,6559,CPF_35,2025-10-16,Total
7560,6560,CPF_924,2025-09-11,Total
7561,6561,CPF_726,2025-06-25,Terceiros
7562,6562,CPF_989,2025-08-24,Total
7563,6563,CPF_648,2025-05-12,Total
7564,6564,CPF_710,2026-01-18,Total
7565,6565,CPF_586,2026-02-28,Terceiros
7566,6566,CPF_332,2025-09-03,Total
7567,6567,CPF_112,2025-08-28,Terceiros
7568,6568,CPF_601,2025-12-05,Roubo/Furto
7569,6569,CPF_841,2025-08-30,Terceiros
7570,6570,CPF_212,2025-11-23,Terceiros
7571,6571,CPF_208,2025-05-18,Terceiros
7572,6572,CPF_828,2025-11-22,Roubo/Furto
7573,6573,CPF_316,2025-06-07,Terceiros
7574,6574,CPF_709,2026-02-10,Terceiros
7575,6575,CPF_17,2025-04-25,Roubo/Furto
7576,6576,CPF_839,2026-03-26,Terceiros
7577,6577,CPF_439,2025-11-10,Terceiros
7578,6578,CPF_955,2025-07-05,Roubo/Furto
7579,6579,CPF_730,2025-12-02,Total
7580,6580,CPF_470,2025-06-01,Total
7581,6581,CPF_803,2025-05-16,Terceiros
7582,6582,CPF_32,2026-03-17,Total
7583,6583,CPF_749,2026-03-28,Roubo/Furto
7584,6584,CPF_560,2025-11-30,Terceiros
7585,6585,CPF_876,2025-11-18,Roubo/Furto
7586,6586,CPF_451,2025-04-18,Roubo/Furto
7587,6587,CPF_752,2026-02-22,Terceiros
7588,6588,CPF_497,2026-01-28,Total
7589,6589,CPF_45,2025-10-24,Roubo/Furto
7590,6590,CPF_114,2025-08-15,Total
7591,6591,CPF_122,2025-11-01,Roubo/Furto
7592,6592,CPF_350,2026-01-08,Total
7593,6593,CPF_630,2025-08-02,Roubo/Furto
7594,6594,CPF_438,2025-05-20,Terceiros
7595,6595,CPF_955,2026-02-07,Terceiros
7596,6596,CPF_101,2025-05-02,Terceiros
7597,6597,CPF_841,2025-09-04,Roubo/Furto
7598,6598,CPF_510,2025-12-25,Terceiros
7599,6599,CPF_74,2026-01-08,Total
7600,6600,CPF_912,2025-07-01,Terceiros
7601,6601,CPF_80,2025-08-29,Total
7602,6602,CPF_331,2025-12-28,Total
7603,6603,CPF_257,2025-12-03,Total
7604,6604,CPF_388,2026-02-24,Total
7605,6605,CPF_138,2025-10-03,Total
7606,6606,CPF_33,2025-12-08,Roubo/Furto
7607,6607,CPF_602,2025-10-28,Roubo/Furto
7608,6608,CPF_325,2025-06-06,Terceiros
7609,6609,CPF_534,2025-07-07,Roubo/Furto
7610,6610,CPF_487,2025-12-06,Total
7611,6611,CPF_718,2025-09-08,Total
7612,6612,CPF_60,2025-07-14,Roubo/Furto
7613,6613,CPF_346,2025-08-26,Total
7614,6614,CPF_730,2025-12-13,Roubo/Furto
7615,6615,CPF_16,2026-03-01,Roubo/Furto
7616,6616,CPF_838,2026-01-26,Roubo/Furto
7617,6617,CPF_325,2025-06-29,Terceiros
7618,6618,CPF_98,2026-02-08,Terceiros
7619,6619,CPF_35,2026-03-21,Terceiros
7620,6620,CPF_549,2026-02-13,Total
7621,6621,CPF_848,2026-01-18,Terceiros
7622,6622,CPF_987,2025-05-18,Terceiros
7623,6623,CPF_638,2026-02-22,Roubo/Furto
7624,6624,CPF_497,2025-06-01,Total
7625,6625,CPF_955,2025-07-01,Roubo/Furto
7626,6626,CPF_832,2025-12-18,Terceiros
7627,6627,CPF_212,2025-10-02,Terceiros
7628,6628,CPF_995,2025-05-20,Total
7629,6629,CPF_30,2025-05-24,Roubo/Furto
7630,6630,CPF_277,2025-05-08,Roubo/Furto
7631,6631,CPF_39,2025-09-11,Total
7632,6632,CPF_552,2026-04-04,Total
7633,6633,CPF_126,2026-01-11,Total
7634,6634,CPF_329,2026-01-07,Terceiros
7635,6635,CPF_347,2025-11-24,Total
7636,6636,CPF_410,2025-06-27,Roubo/Furto
7637,6637,CPF_251,2025-10-03,Terceiros
7638,6638,CPF_76,2025-05-03,Terceiros
7639,6639,CPF_320,2025-05-26,Roubo/Furto
7640,6640,CPF_179,2025-04-29,Terceiros
7641,6641,CPF_490,2025-07-07,Total
7642,6642,CPF_725,2025-07-05,Terceiros
7643,6643,CPF_470,2025-07-19,Roubo/Furto
7644,6644,CPF_308,2025-12-15,Total
7645,6645,CPF_626,2026-02-10,Total
7646,6646,CPF_161,2026-02-03,Roubo/Furto
7647,6647,CPF_74,2025-05-03,Roubo/Furto
7648,6648,CPF_277,2025-09-25,Total
7649,6649,CPF_176,2025-12-14,Total
7650,6650,CPF_644,2025-04-15,Total
7651,6651,CPF_649,2025-09-11,Roubo/Furto
7652,6652,CPF_584,2026-02-06,Total
7653,6653,CPF_440,2025-12-14,Roubo/Furto
7654,6654,CPF_848,2026-01-28,Terceiros
7655,6655,CPF_766,2026-02-22,Total
7656,6656,CPF_255,2025-04-16,Roubo/Furto
7657,6657,CPF_591,2026-03-14,Total
7658,6658,CPF_329,2025-11-30,Total
7659,6659,CPF_54,2026-03-06,Roubo/Furto
7660,6660,CPF_148,2025-04-10,Total
7661,6661,CPF_705,2026-01-21,Terceiros
7662,6662,CPF_302,2025-08-30,Terceiros
7663,6663,CPF_803,2025-07-27,Total
7664,6664,CPF_928,2026-02-27,Total
7665,6665,CPF_72,2025-05-16,Roubo/Furto
7666,6666,CPF_656,2025-07-29,Roubo/Furto
7667,6667,CPF_608,2026-03-16,Roubo/Furto
7668,6668,CPF_779,2025-11-16,Roubo/Furto
7669,6669,CPF_268,2026-01-20,Total
7670,6670,CPF_45,2025-04-26,Roubo/Furto
7671,6671,CPF_236,2025-12-14,Total
7672,6672,CPF_704,2025-12-11,Total
7673,6673,CPF_39,2025-11-20,Terceiros
7674,6674,CPF_747,2026-01-11,Total
7675,6675,CPF_213,2025-08-14,Roubo/Furto
7676,6676,CPF_201,2025-09-29,Terceiros
7677,6677,CPF_943,2026-02-09,Total
7678,6678,CPF_440,2026-01-22,Total
7679,6679,CPF_805,2026-02-04,Roubo/Furto
7680,6680,CPF_816,2025-12-03,Total
7681,6681,CPF_935,2025-08-19,Terceiros
7682,6682,CPF_887,2026-01-28,Terceiros
7683,6683,CPF_107,2025-12-08,Roubo/Furto
7684,6684,CPF_114,2025-04-07,Total
7685,6685,CPF_51,2025-09-10,Total
7686,6686,CPF_884,2025-08-04,Total
7687,6687,CPF_927,2025-06-05,Total
7688,6688,CPF_396,2025-10-06,Roubo/Furto
7689,6689,CPF_576,2025-08-11,Terceiros
7690,6690,CPF_237,2025-12-30,Roubo/Furto
7691,6691,CPF_599,2025-08-19,Terceiros
7692,6692,CPF_803,2026-01-21,Total
7693,6693,CPF_213,2025-08-29,Total
7694,6694,CPF_629,2025-05-11,Roubo/Furto
7695,6695,CPF_425,2026-02-08,Terceiros
7696,6696,CPF_395,2025-09-10,Roubo/Furto
7697,6697,CPF_593,2025-07-17,Roubo/Furto
7698,6698,CPF_84,2025-10-30,Roubo/Furto
7699,6699,CPF_477,2025-11-25,Total
7700,6700,CPF_451,2026-04-01,Roubo/Furto
7701,6701,CPF_450,2025-05-28,Total
7702,6702,CPF_769,2025-08-04,Total
7703,6703,CPF_835,2025-08-21,Terceiros
7704,6704,CPF_835,2025-06-20,Roubo/Furto
7705,6705,CPF_7,2025-10-21,Roubo/Furto
7706,6706,CPF_329,2026-01-17,Total
7707,6707,CPF_694,2025-05-16,Terceiros
7708,6708,CPF_604,2025-05-14,Total
7709,6709,CPF_928,2025-04-20,Total
7710,6710,CPF_861,2025-04-30,Total
7711,6711,CPF_661,2025-05-02,Roubo/Furto
7712,6712,CPF_951,2025-11-16,Terceiros
7713,6713,CPF_697,2026-01-02,Roubo/Furto
7714,6714,CPF_155,2025-07-02,Roubo/Furto
7715,6715,CPF_243,2025-12-23,Roubo/Furto
7716,6716,CPF_668,2025-07-09,Total
7717,6717,CPF_431,2025-05-03,Terceiros
7718,6718,CPF_447,2025-10-25,Terceiros
7719,6719,CPF_292,2026-01-14,Roubo/Furto
7720,6720,CPF_524,2025-08-12,Roubo/Furto
7721,6721,CPF_581,2025-09-19,Total
7722,6722,CPF_220,2026-03-06,Roubo/Furto
7723,6723,CPF_974,2026-01-29,Total
7724,6724,CPF_578,2025-08-22,Total
7725,6725,CPF_770,2025-10-31,Total
7726,6726,CPF_841,2025-06-16,Terceiros
7727,6727,CPF_63,2025-05-06,Terceiros
7728,6728,CPF_570,2026-01-30,Total
7729,6729,CPF_302,2025-05-15,Roubo/Furto
7730,6730,CPF_351,2025-12-16,Total
7731,6731,CPF_754,2025-09-13,Terceiros
7732,6732,CPF_897,2025-09-03,Terceiros
7733,6733,CPF_700,2025-12-24,Total
7734,6734,CPF_54,2025-10-21,Total
7735,6735,CPF_16,2025-05-25,Terceiros
7736,6736,CPF_469,2025-05-31,Terceiros
7737,6737,CPF_117,2026-02-20,Terceiros
7738,6738,CPF_894,2026-01-10,Roubo/Furto
7739,6739,CPF_441,2026-01-14,Total
7740,6740,CPF_507,2025-07-20,Total
7741,6741,CPF_42,2025-06-18,Total
7742,6742,CPF_703,2026-01-12,Roubo/Furto
7743,6743,CPF_234,2025-11-18,Total
7744,6744,CPF_429,2025-11-28,Total
7745,6745,CPF_233,2025-05-15,Total
7746,6746,CPF_741,2025-07-08,Roubo/Furto
7747,6747,CPF_725,2026-02-10,Terceiros
7748,6748,CPF_708,2025-10-07,Terceiros
7749,6749,CPF_444,2025-12-27,Roubo/Furto
7750,6750,CPF_295,2026-02-01,Terceiros
7751,6751,CPF_986,2026-03-13,Terceiros
7752,6752,CPF_900,2026-02-02,Total
7753,6753,CPF_608,2025-05-10,Terceiros
7754,6754,CPF_288,2026-01-30,Total
7755,6755,CPF_829,2025-04-27,Roubo/Furto
7756,6756,CPF_793,2025-06-02,Roubo/Furto
7757,6757,CPF_853,2025-07-20,Total
7758,6758,CPF_848,2025-09-24,Roubo/Furto
7759,6759,CPF_282,2025-09-17,Total
7760,6760,CPF_702,2026-02-25,Roubo/Furto
7761,6761,CPF_257,2025-10-21,Terceiros
7762,6762,CPF_813,2025-11-20,Roubo/Furto
7763,6763,CPF_531,2025-10-16,Roubo/Furto
7764,6764,CPF_804,2025-09-09,Roubo/Furto
7765,6765,CPF_806,2025-08-17,Terceiros
7766,6766,CPF_811,2026-02-21,Total
7767,6767,CPF_878,2025-11-14,Total
7768,6768,CPF_249,2025-09-01,Terceiros
7769,6769,CPF_398,2025-05-23,Roubo/Furto
7770,6770,CPF_542,2026-01-11,Roubo/Furto
7771,6771,CPF_374,2026-02-25,Roubo/Furto
7772,6772,CPF_561,2025-06-27,Terceiros
7773,6773,CPF_475,2025-09-03,Total
7774,6774,CPF_360,2025-09-05,Terceiros
7775,6775,CPF_390,2026-02-13,Terceiros
7776,6776,CPF_550,2025-04-25,Terceiros
7777,6777,CPF_364,2025-10-26,Total
7778,6778,CPF_365,2026-01-25,Total
7779,6779,CPF_128,2025-07-22,Terceiros
7780,6780,CPF_134,2025-05-07,Roubo/Furto
7781,6781,CPF_966,2025-06-08,Roubo/Furto
7782,6782,CPF_392,2026-03-29,Total
7783,6783,CPF_186,2025-05-23,Total
7784,6784,CPF_377,2026-01-04,Roubo/Furto
7785,6785,CPF_74,2025-09-16,Terceiros
7786,6786,CPF_235,2025-12-29,Terceiros
7787,6787,CPF_884,2025-07-05,Roubo/Furto
7788,6788,CPF_662,2025-08-28,Roubo/Furto
7789,6789,CPF_435,2025-07-08,Roubo/Furto
7790,6790,CPF_377,2026-03-04,Total
7791,6791,CPF_889,2025-09-20,Roubo/Furto
7792,6792,CPF_933,2025-12-14,Terceiros
7793,6793,CPF_913,2026-02-20,Terceiros
7794,6794,CPF_112,2025-09-14,Roubo/Furto
7795,6795,CPF_271,2025-08-30,Total
7796,6796,CPF_941,2026-01-31,Terceiros
7797,6797,CPF_516,2025-04-27,Roubo/Furto
7798,6798,CPF_45,2025-07-31,Terceiros
7799,6799,CPF_216,2025-05-14,Total
7800,6800,CPF_371,2026-01-25,Roubo/Furto
7801,6801,CPF_68,2025-11-06,Roubo/Furto
7802,6802,CPF_605,2025-11-21,Terceiros
7803,6803,CPF_369,2025-04-10,Terceiros
7804,6804,CPF_810,2025-10-19,Terceiros
7805,6805,CPF_951,2025-05-30,Roubo/Furto
7806,6806,CPF_472,2025-12-20,Roubo/Furto
7807,6807,CPF_626,2025-11-28,Total
7808,6808,CPF_707,2025-05-25,Total
7809,6809,CPF_978,2026-01-07,Total
7810,6810,CPF_735,2025-11-16,Terceiros
7811,6811,CPF_639,2025-12-20,Roubo/Furto
7812,6812,CPF_843,2025-06-29,Total
7813,6813,CPF_198,2025-07-08,Total
7814,6814,CPF_739,2025-06-06,Total
7815,6815,CPF_325,2025-11-29,Terceiros
7816,6816,CPF_683,2026-02-26,Total
7817,6817,CPF_400,2025-10-11,Terceiros
7818,6818,CPF_653,2026-01-10,Terceiros
7819,6819,CPF_193,2025-07-05,Terceiros
7820,6820,CPF_715,2025-04-14,Total
7821,6821,CPF_374,2025-07-20,Total
7822,6822,CPF_120,2025-10-10,Total
7823,6823,CPF_330,2025-10-04,Total
7824,6824,CPF_111,2026-01-07,Roubo/Furto
7825,6825,CPF_352,2025-08-17,Total
7826,6826,CPF_59,2026-03-31,Roubo/Furto
7827,6827,CPF_833,2025-07-22,Terceiros
7828,6828,CPF_983,2025-10-13,Total
7829,6829,CPF_207,2025-09-15,Total
7830,6830,CPF_886,2025-12-25,Total
7831,6831,CPF_898,2025-09-16,Total
7832,6832,CPF_295,2026-03-16,Terceiros
7833,6833,CPF_894,2026-01-14,Terceiros
7834,6834,CPF_423,2025-12-03,Total
7835,6835,CPF_364,2025-04-15,Total
7836,6836,CPF_200,2025-11-23,Total
7837,6837,CPF_260,2026-01-16,Total
7838,6838,CPF_42,2026-02-04,Total
7839,6839,CPF_256,2026-01-01,Terceiros
7840,6840,CPF_399,2025-07-30,Terceiros
7841,6841,CPF_280,2025-05-04,Terceiros
7842,6842,CPF_344,2025-07-12,Roubo/Furto
7843,6843,CPF_722,2025-05-01,Roubo/Furto
7844,6844,CPF_572,2025-11-05,Total
7845,6845,CPF_365,2026-03-28,Terceiros
7846,6846,CPF_337,2025-10-04,Terceiros
7847,6847,CPF_218,2025-10-14,Total
7848,6848,CPF_503,2025-04-29,Terceiros
7849,6849,CPF_884,2025-10-30,Roubo/Furto
7850,6850,CPF_648,2025-09-29,Roubo/Furto
7851,6851,CPF_763,2026-03-30,Roubo/Furto
7852,6852,CPF_229,2025-12-04,Total
7853,6853,CPF_84,2025-09-25,Roubo/Furto
7854,6854,CPF_452,2025-11-14,Total
7855,6855,CPF_29,2025-07-06,Roubo/Furto
7856,6856,CPF_263,2025-10-13,Total
7857,6857,CPF_539,2025-05-20,Roubo/Furto
7858,6858,CPF_848,2025-05-10,Total
7859,6859,CPF_996,2025-08-12,Roubo/Furto
7860,6860,CPF_947,2026-03-21,Roubo/Furto
7861,6861,CPF_638,2025-09-15,Total
7862,6862,CPF_532,2025-07-15,Total
7863,6863,CPF_401,2025-11-25,Total
7864,6864,CPF_884,2025-05-19,Terceiros
7865,6865,CPF_905,2025-05-25,Total
7866,6866,CPF_253,2025-07-02,Roubo/Furto
7867,6867,CPF_581,2026-03-31,Roubo/Furto
7868,6868,CPF_747,2025-06-25,Terceiros
7869,6869,CPF_868,2026-03-25,Terceiros
7870,6870,CPF_726,2025-08-01,Roubo/Furto
7871,6871,CPF_337,2025-11-11,Roubo/Furto
7872,6872,CPF_632,2025-08-24,Terceiros
7873,6873,CPF_364,2025-09-24,Roubo/Furto
7874,6874,CPF_185,2026-02-23,Terceiros
7875,6875,CPF_141,2025-10-27,Roubo/Furto
7876,6876,CPF_735,2025-05-21,Roubo/Furto
7877,6877,CPF_820,2025-08-01,Total
7878,6878,CPF_979,2026-04-01,Roubo/Furto
7879,6879,CPF_693,2026-03-06,Terceiros
7880,6880,CPF_228,2025-07-27,Roubo/Furto
7881,6881,CPF_56,2025-05-24,Terceiros
7882,6882,CPF_644,2025-08-09,Roubo/Furto
7883,6883,CPF_984,2026-03-23,Total
7884,6884,CPF_674,2026-02-13,Total
7885,6885,CPF_702,2025-07-02,Total
7886,6886,CPF_341,2025-11-07,Total
7887,6887,CPF_903,2025-06-26,Roubo/Furto
7888,6888,CPF_34,2025-08-06,Total
7889,6889,CPF_458,2026-03-28,Total
7890,6890,CPF_192,2025-04-23,Total
7891,6891,CPF_479,2025-09-23,Terceiros
7892,6892,CPF_537,2025-07-27,Roubo/Furto
7893,6893,CPF_671,2025-04-07,Roubo/Furto
7894,6894,CPF_479,2025-12-03,Terceiros
7895,6895,CPF_801,2025-06-15,Roubo/Furto
7896,6896,CPF_996,2025-08-16,Terceiros
